,Season,Wk,Date,Time,Home,Away,Home Score,Away Score,xG Home,xG Away,Attendance,Venue,Referee,xG Diff,Actual Diff,League
1126,2019-2020,37,2020-05-16,,Marseille,Metz,,,,,,Orange Vélodrome,,,,Ligue1
1127,2019-2020,37,2020-05-16,,Angers,Lyon,,,,,,Stade Raymond Kopa,,,,Ligue1
1128,2019-2020,37,2020-05-16,,Brest,Nîmes,,,,,,Stade Francis-Le Blé,,,,Ligue1
1129,2019-2020,38,2020-05-23,,Metz,Angers,,,,,,Stade Saint-Symphorien,,,,Ligue1
1130,2019-2020,38,2020-05-23,,Reims,Marseille,,,,,,Stade Auguste-Delaune II,,,,Ligue1
1131,2019-2020,38,2020-05-23,,Nantes,Strasbourg,,,,,,Stade de la Beaujoire - Louis Fonteneau,,,,Ligue1
1132,2019-2020,38,2020-05-23,,Rennes,Monaco,,,,,,Roazhon Park,,,,Ligue1
1133,2019-2020,38,2020-05-23,,Toulouse,Montpellier,,,,,,Stadium Municipal,,,,Ligue1
1134,2019-2020,38,2020-05-23,,Amiens,Nice,,,,,,Stade Crédit Agricole la Licorne,,,,Ligue1
1135,2019-2020,38,2020-05-23,,Lyon,Brest,,,,,,Groupama Stadium,,,,Ligue1
1136,2019-2020,38,2020-05-23,,Nîmes,Paris S-G,,,,,,Stade des Costières,,,,Ligue1
1137,2019-2020,38,2020-05-23,,Bordeaux,Lille,,,,,,Stade Matmut-Atlantique,,,,Ligue1
1138,2019-2020,38,2020-05-23,,Saint-Étienne,Dijon,,,,,,Stade Geoffroy-Guichard,,,,Ligue1
1139,2020-2021,1,2020-08-21,19:00,Bordeaux,Nantes,0,0,0.5,0.2,,Stade Matmut-Atlantique,Benoît Bastien,0.3,0,Ligue1
1140,2020-2021,1,2020-08-22,17:00,Dijon,Angers,0,1,0.9,1.5,,Stade Gaston Gérard,Eric Wattellier,-0.6,-1,Ligue1
1141,2020-2021,1,2020-08-22,21:00,Lille,Rennes,1,1,0.4,1.6,3975,Stade Pierre-Mauroy,Clément Turpin,-1.2,0,Ligue1
1142,2020-2021,1,2020-08-23,13:00,Monaco,Reims,2,2,1.8,1.7,,Stade Louis II.,François Letexier,0.1,0,Ligue1
1143,2020-2021,1,2020-08-23,15:00,Nîmes,Brest,4,0,1.7,0.8,,Stade des Costières,Jérémie Pignard,0.9,4,Ligue1
1144,2020-2021,1,2020-08-23,15:00,Lorient,Strasbourg,3,1,2.9,0.3,,Stade Yves Allainmat - Le Moustoir,Johan Hamel,2.6,2,Ligue1
1145,2020-2021,1,2020-08-23,17:00,Nice,Lens,2,1,0.2,3.1,,Stade de Nice,Jérôme Miguelgorry,-2.9,1,Ligue1
1146,2020-2021,2,2020-08-28,21:00,Lyon,Dijon,4,1,4.6,0.2,,Groupama Stadium,Benoît Millot,4.4,3,Ligue1
1147,2020-2021,2,2020-08-29,17:00,Rennes,Montpellier,2,1,1.4,0.6,,Roazhon Park,Willy Delajod,0.8,1,Ligue1
1148,2020-2021,2,2020-08-29,21:00,Strasbourg,Nice,0,2,0.3,1.3,,Stade de la Meinau,Jérôme Brisard,-1,-2,Ligue1
1149,2020-2021,2,2020-08-30,13:00,Reims,Lille,0,1,0.3,1.2,,Stade Auguste-Delaune II,Stéphanie Frappart,-0.9,-1,Ligue1
1150,2020-2021,2,2020-08-30,15:00,Metz,Monaco,0,1,0.7,0.2,4463,Stade Saint-Symphorien,Jeremy Stinat,0.5,-1,Ligue1
1151,2020-2021,2,2020-08-30,15:00,Saint-Étienne,Lorient,2,0,1.4,0.3,,Stade Geoffroy-Guichard,Florent Batta,1.1,2,Ligue1
1152,2020-2021,2,2020-08-30,15:00,Nantes,Nîmes,2,1,1.8,1.2,,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,0.6,1,Ligue1
1153,2020-2021,2,2020-08-30,15:00,Angers,Bordeaux,0,2,0.8,2,,Stade Raymond Kopa,Karim Abed,-1.2,-2,Ligue1
1154,2020-2021,2,2020-08-30,21:00,Brest,Marseille,2,3,2.6,1,,Stade Francis-Le Blé,Amaury Delerue,1.6,-1,Ligue1
1155,2020-2021,2,2020-09-10,21:00,Lens,Paris S-G,1,0,1.5,0.4,,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,1.1,1,Ligue1
1156,2020-2021,3,2020-09-11,21:00,Bordeaux,Lyon,0,0,0.3,2,,Stade Matmut-Atlantique,Ruddy Buquet,-1.7,0,Ligue1
1157,2020-2021,3,2020-09-12,17:00,Montpellier,Nice,3,1,1.7,0.7,,Stade de la Mosson,Antony Gautier,1,2,Ligue1
1158,2020-2021,3,2020-09-12,21:00,Saint-Étienne,Strasbourg,2,0,2,1.4,,Stade Geoffroy-Guichard,Eric Wattellier,0.6,2,Ligue1
1159,2020-2021,3,2020-09-13,13:00,Lille,Metz,1,0,1.5,0.8,,Stade Pierre-Mauroy,Jérémie Pignard,0.7,1,Ligue1
1160,2020-2021,3,2020-09-13,15:00,Lorient,Lens,2,3,1,2,,Stade Yves Allainmat - Le Moustoir,Aurélien Petit,-1,-1,Ligue1
1161,2020-2021,3,2020-09-13,15:00,Angers,Reims,1,0,2,0.4,,Stade Raymond Kopa,Benoît Bastien,1.6,1,Ligue1
1162,2020-2021,3,2020-09-13,15:00,Nîmes,Rennes,2,4,1.3,2.1,,Stade des Costières,Mikael Lesage,-0.8,-2,Ligue1
1163,2020-2021,3,2020-09-13,15:00,Dijon,Brest,0,2,0.3,1.9,,Stade Gaston Gérard,Bastien Dechepy,-1.6,-2,Ligue1
1164,2020-2021,3,2020-09-13,17:00,Monaco,Nantes,2,1,2.3,1.2,,Stade Louis II.,Clément Turpin,1.1,1,Ligue1
1165,2020-2021,3,2020-09-13,21:00,Paris S-G,Marseille,0,1,2.4,0.8,,Parc des Princes,Jérôme Brisard,1.6,-1,Ligue1
1166,2020-2021,1,2020-09-15,21:00,Montpellier,Lyon,2,1,1.8,2.3,,Stade de la Mosson,François Letexier,-0.5,1,Ligue1
1167,2020-2021,1,2020-09-16,21:00,Paris S-G,Metz,1,0,2.2,0.9,,Parc des Princes,Mikael Lesage,1.3,1,Ligue1
1168,2020-2021,1,2020-09-17,21:00,Marseille,Saint-Étienne,0,2,2.2,1.3,,Orange Vélodrome,Ruddy Buquet,0.9,-2,Ligue1
1169,2020-2021,4,2020-09-18,21:00,Lyon,Nîmes,0,0,1.4,0.7,4385,Groupama Stadium,Amaury Delerue,0.7,0,Ligue1
1170,2020-2021,4,2020-09-19,17:00,Lens,Bordeaux,2,1,3.1,0.4,,Stade Bollaert-Delelis,Benoît Millot,2.7,1,Ligue1
1171,2020-2021,4,2020-09-19,21:00,Rennes,Monaco,2,1,1,0.9,,Roazhon Park,Jérôme Miguelgorry,0.1,1,Ligue1
1172,2020-2021,4,2020-09-20,13:00,Nice,Paris S-G,0,3,1,3.3,,Stade de Nice,Benoît Bastien,-2.3,-3,Ligue1
1173,2020-2021,4,2020-09-20,15:00,Montpellier,Angers,4,1,1.6,1.1,,Stade de la Mosson,Stéphanie Frappart,0.5,3,Ligue1
1174,2020-2021,4,2020-09-20,15:00,Strasbourg,Dijon,1,0,2.7,0.6,,Stade de la Meinau,Florent Batta,2.1,1,Ligue1
1175,2020-2021,4,2020-09-20,15:00,Metz,Reims,2,1,1.7,1.2,,Stade Saint-Symphorien,Johan Hamel,0.5,1,Ligue1
1176,2020-2021,4,2020-09-20,15:00,Brest,Lorient,3,2,1.1,1.7,,Stade Francis-Le Blé,Karim Abed,-0.6,1,Ligue1
1177,2020-2021,4,2020-09-20,17:00,Nantes,Saint-Étienne,2,2,1.4,1,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,0.4,0,Ligue1
1178,2020-2021,4,2020-09-20,21:00,Marseille,Lille,1,1,0.7,1.5,,Orange Vélodrome,Hakim Ben El Hadj Salem,-0.8,0,Ligue1
1179,2020-2021,5,2020-09-25,21:00,Lille,Nantes,2,0,1.8,0.8,,Stade Pierre-Mauroy,Willy Delajod,1,2,Ligue1
1180,2020-2021,5,2020-09-26,17:00,Saint-Étienne,Rennes,0,3,0.3,1,,Stade Geoffroy-Guichard,Benoît Bastien,-0.7,-3,Ligue1
1181,2020-2021,5,2020-09-26,21:00,Marseille,Metz,1,1,0.9,1.1,,Orange Vélodrome,Eric Wattellier,-0.2,0,Ligue1
1182,2020-2021,5,2020-09-27,13:00,Bordeaux,Nice,0,0,1.2,0.8,,Stade Matmut-Atlantique,François Letexier,0.4,0,Ligue1
1183,2020-2021,5,2020-09-27,15:00,Monaco,Strasbourg,3,2,1.3,1.5,,Stade Louis II.,Jérémie Pignard,-0.2,1,Ligue1
1184,2020-2021,5,2020-09-27,15:00,Angers,Brest,3,2,1.1,3,,Stade Raymond Kopa,Jeremy Stinat,-1.9,1,Ligue1
1185,2020-2021,5,2020-09-27,15:00,Dijon,Montpellier,2,2,1.3,2.4,,Stade Gaston Gérard,Aurélien Petit,-1.1,0,Ligue1
1186,2020-2021,5,2020-09-27,15:00,Nîmes,Lens,1,1,0.5,1.3,,Stade des Costières,Franck Schneider,-0.8,0,Ligue1
1187,2020-2021,5,2020-09-27,17:00,Lorient,Lyon,1,1,0.2,1,,Stade Yves Allainmat - Le Moustoir,Clément Turpin,-0.8,0,Ligue1
1188,2020-2021,5,2020-09-27,21:00,Reims,Paris S-G,0,2,0.3,3.8,,Stade Auguste-Delaune II,Ruddy Buquet,-3.5,-2,Ligue1
1189,2020-2021,6,2020-10-02,21:00,Paris S-G,Angers,6,1,2.4,1,,Parc des Princes,Franck Schneider,1.4,5,Ligue1
1190,2020-2021,6,2020-10-03,17:00,Lens,Saint-Étienne,2,0,2.1,0.1,,Stade Bollaert-Delelis,Bastien Dechepy,2,2,Ligue1
1191,2020-2021,6,2020-10-03,21:00,Nice,Nantes,2,1,1.6,1.2,,Stade de Nice,Jérôme Brisard,0.4,1,Ligue1
1192,2020-2021,6,2020-10-04,13:00,Montpellier,Nîmes,0,1,0.8,0.7,,Stade de la Mosson,Benoît Millot,0.1,-1,Ligue1
1193,2020-2021,6,2020-10-04,15:00,Bordeaux,Dijon,3,0,1.6,0.3,,Stade Matmut-Atlantique,Antony Gautier,1.3,3,Ligue1
1194,2020-2021,6,2020-10-04,15:00,Brest,Monaco,1,0,0.6,1.2,,Stade Francis-Le Blé,Johan Hamel,-0.6,1,Ligue1
1195,2020-2021,6,2020-10-04,15:00,Metz,Lorient,3,1,1.6,0.7,,Stade Saint-Symphorien,Jérôme Miguelgorry,0.9,2,Ligue1
1196,2020-2021,6,2020-10-04,15:00,Strasbourg,Lille,0,3,1.6,1.8,,Stade de la Meinau,Mikael Lesage,-0.2,-3,Ligue1
1197,2020-2021,6,2020-10-04,17:00,Rennes,Reims,2,2,1.8,1.1,,Roazhon Park,Florent Batta,0.7,0,Ligue1
1198,2020-2021,6,2020-10-04,21:00,Lyon,Marseille,1,1,3.2,0.3,,Groupama Stadium,Stéphanie Frappart,2.9,0,Ligue1
1199,2020-2021,7,2020-10-16,19:00,Dijon,Rennes,1,1,1.1,0.9,,Stade Gaston Gérard,Bastien Dechepy,0.2,0,Ligue1
1200,2020-2021,7,2020-10-16,21:00,Nîmes,Paris S-G,0,4,0.2,3.8,,Stade des Costières,Clément Turpin,-3.6,-4,Ligue1
1201,2020-2021,7,2020-10-17,17:00,Reims,Lorient,1,3,0.3,2.7,,Stade Auguste-Delaune II,Mikael Lesage,-2.4,-2,Ligue1
1202,2020-2021,7,2020-10-17,21:00,Marseille,Bordeaux,3,1,1,0.8,,Orange Vélodrome,Franck Schneider,0.2,2,Ligue1
1203,2020-2021,7,2020-10-18,13:00,Strasbourg,Lyon,2,3,2.1,3.9,,Stade de la Meinau,Ruddy Buquet,-1.8,-1,Ligue1
1204,2020-2021,7,2020-10-18,15:00,Angers,Metz,1,1,1.1,1.1,,Stade Raymond Kopa,Aurélien Petit,0,0,Ligue1
1205,2020-2021,7,2020-10-18,15:00,Nantes,Brest,3,1,1.4,1.1,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,0.3,2,Ligue1
1206,2020-2021,7,2020-10-18,15:00,Monaco,Montpellier,1,1,2.2,0.1,,Stade Louis II.,Hakim Ben El Hadj Salem,2.1,0,Ligue1
1207,2020-2021,7,2020-10-18,17:00,Saint-Étienne,Nice,1,3,0.8,2.3,,Stade Geoffroy-Guichard,Amaury Delerue,-1.5,-2,Ligue1
1208,2020-2021,7,2020-10-18,21:00,Lille,Lens,4,0,2.5,0.4,,Stade Pierre-Mauroy,François Letexier,2.1,4,Ligue1
1209,2020-2021,8,2020-10-23,21:00,Rennes,Angers,1,2,1.4,1.2,,Roazhon Park,Jérémie Pignard,0.2,-1,Ligue1
1210,2020-2021,8,2020-10-24,17:00,Lorient,Marseille,0,1,0.8,1.2,,Stade Yves Allainmat - Le Moustoir,Benoît Bastien,-0.4,-1,Ligue1
1211,2020-2021,8,2020-10-24,21:00,Paris S-G,Dijon,4,0,3.8,1.6,,Parc des Princes,Johan Hamel,2.2,4,Ligue1
1212,2020-2021,8,2020-10-25,15:00,Montpellier,Reims,0,4,0.3,4,,Stade de la Mosson,Willy Delajod,-3.7,-4,Ligue1
1213,2020-2021,8,2020-10-25,15:00,Brest,Strasbourg,0,3,0.9,1.2,,Stade Francis-Le Blé,Jérôme Miguelgorry,-0.3,-3,Ligue1
1214,2020-2021,8,2020-10-25,15:00,Bordeaux,Nîmes,2,0,2.1,0.7,,Stade Matmut-Atlantique,Bastien Dechepy,1.4,2,Ligue1
1215,2020-2021,8,2020-10-25,15:00,Metz,Saint-Étienne,2,0,0.4,0.5,5000,Stade Saint-Symphorien,Karim Abed,-0.1,2,Ligue1
1216,2020-2021,8,2020-10-25,17:00,Nice,Lille,1,1,1.2,0.6,,Stade de Nice,Franck Schneider,0.6,0,Ligue1
1217,2020-2021,8,2020-10-25,21:00,Lyon,Monaco,4,1,3.3,2,,Groupama Stadium,Jérôme Brisard,1.3,3,Ligue1
1218,2020-2021,9,2020-10-31,17:00,Rennes,Brest,2,1,1.4,1.1,,Roazhon Park,Stéphanie Frappart,0.3,1,Ligue1
1219,2020-2021,9,2020-10-31,21:00,Nantes,Paris S-G,0,3,1.7,2.4,,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,-0.7,-3,Ligue1
1220,2020-2021,9,2020-11-01,13:00,Saint-Étienne,Montpellier,0,1,0.7,0.7,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,0,-1,Ligue1
1221,2020-2021,9,2020-11-01,15:00,Angers,Nice,0,3,0.4,2.3,,Stade Raymond Kopa,Jeremy Stinat,-1.9,-3,Ligue1
1222,2020-2021,9,2020-11-01,15:00,Dijon,Lorient,0,0,0.4,1.2,,Stade Gaston Gérard,Aurélien Petit,-0.8,0,Ligue1
1223,2020-2021,9,2020-11-01,15:00,Reims,Strasbourg,2,1,0.6,1.5,,Stade Auguste-Delaune II,Eric Wattellier,-0.9,1,Ligue1
1224,2020-2021,9,2020-11-01,15:00,Nîmes,Metz,0,1,0.9,0.8,,Stade des Costières,Amaury Delerue,0.1,-1,Ligue1
1225,2020-2021,9,2020-11-01,17:00,Monaco,Bordeaux,4,0,3.5,0.3,,Stade Louis II.,Ruddy Buquet,3.2,4,Ligue1
1226,2020-2021,9,2020-11-01,21:00,Lille,Lyon,1,1,0.6,0.6,,Stade Pierre-Mauroy,Mikael Lesage,0,0,Ligue1
1227,2020-2021,10,2020-11-06,21:00,Strasbourg,Marseille,0,1,0.4,0.1,,Stade de la Meinau,Johan Hamel,0.3,-1,Ligue1
1228,2020-2021,10,2020-11-07,17:00,Bordeaux,Montpellier,0,2,0.6,1.3,,Stade Matmut-Atlantique,Antony Gautier,-0.7,-2,Ligue1
1229,2020-2021,10,2020-11-07,21:00,Paris S-G,Rennes,3,0,0.9,1,,Parc des Princes,Benoît Bastien,-0.1,3,Ligue1
1230,2020-2021,10,2020-11-08,13:00,Brest,Lille,3,2,1.3,3,,Stade Francis-Le Blé,Florent Batta,-1.7,1,Ligue1
1231,2020-2021,10,2020-11-08,15:00,Metz,Dijon,1,1,2.2,2,,Stade Saint-Symphorien,Willy Delajod,0.2,0,Ligue1
1232,2020-2021,10,2020-11-08,15:00,Lorient,Nantes,0,2,1.8,1.2,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,0.6,-2,Ligue1
1233,2020-2021,10,2020-11-08,15:00,Nîmes,Angers,1,5,1.9,2.8,,Stade des Costières,Franck Schneider,-0.9,-4,Ligue1
1234,2020-2021,10,2020-11-08,15:00,Lens,Reims,4,4,1.6,1,,Stade Bollaert-Delelis,Thomas Léonard,0.6,0,Ligue1
1235,2020-2021,10,2020-11-08,17:00,Nice,Monaco,1,2,1,2,,Stade de Nice,Karim Abed,-1,-1,Ligue1
1236,2020-2021,10,2020-11-08,21:00,Lyon,Saint-Étienne,2,1,2.8,1.9,,Groupama Stadium,François Letexier,0.9,1,Ligue1
1237,2020-2021,11,2020-11-20,19:00,Rennes,Bordeaux,0,1,1.9,0.7,,Roazhon Park,Karim Abed,1.2,-1,Ligue1
1238,2020-2021,11,2020-11-20,21:00,Monaco,Paris S-G,3,2,3.9,1.9,,Stade Louis II.,Clément Turpin,2,1,Ligue1
1239,2020-2021,11,2020-11-21,17:00,Brest,Saint-Étienne,4,1,0.8,1.3,,Stade Francis-Le Blé,Thomas Léonard,-0.5,3,Ligue1
1240,2020-2021,11,2020-11-22,13:00,Nantes,Metz,1,1,1.3,1.3,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,0,0,Ligue1
1241,2020-2021,11,2020-11-22,15:00,Reims,Nîmes,0,1,1.5,1,,Stade Auguste-Delaune II,Jeremy Stinat,0.5,-1,Ligue1
1242,2020-2021,11,2020-11-22,15:00,Dijon,Lens,0,1,0.9,1.5,,Stade Gaston Gérard,Eric Wattellier,-0.6,-1,Ligue1
1243,2020-2021,11,2020-11-22,15:00,Montpellier,Strasbourg,4,3,2.8,2.9,,Stade de la Mosson,Jérôme Brisard,-0.1,1,Ligue1
1244,2020-2021,11,2020-11-22,17:00,Angers,Lyon,0,1,1.1,1,,Stade Raymond Kopa,Amaury Delerue,0.1,-1,Ligue1
1245,2020-2021,11,2020-11-22,21:00,Lille,Lorient,4,0,3.6,0.9,,Stade Pierre-Mauroy,Willy Delajod,2.7,4,Ligue1
1246,2020-2021,8,2020-11-25,19:00,Lens,Nantes,1,1,0.9,2.1,,Stade Bollaert-Delelis,Florent Batta,-1.2,0,Ligue1
1247,2020-2021,12,2020-11-27,21:00,Strasbourg,Rennes,1,1,0.8,2.5,,Stade de la Meinau,Benoît Millot,-1.7,0,Ligue1
1248,2020-2021,12,2020-11-28,17:00,Marseille,Nantes,3,1,2.8,0.4,,Orange Vélodrome,Mikael Lesage,2.4,2,Ligue1
1249,2020-2021,12,2020-11-28,21:00,Paris S-G,Bordeaux,2,2,2.2,1.3,,Parc des Princes,Jérémie Pignard,0.9,0,Ligue1
1250,2020-2021,12,2020-11-29,13:00,Lyon,Reims,3,0,1.7,0.4,,Groupama Stadium,Jérôme Miguelgorry,1.3,3,Ligue1
1251,2020-2021,12,2020-11-29,15:00,Lens,Angers,1,3,1.4,2.3,,Stade Bollaert-Delelis,Aurélien Petit,-0.9,-2,Ligue1
1252,2020-2021,12,2020-11-29,15:00,Monaco,Nîmes,3,0,3.3,0.3,,Stade Louis II.,Antony Gautier,3,3,Ligue1
1253,2020-2021,12,2020-11-29,15:00,Metz,Brest,0,2,0.9,1.5,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,-0.6,-2,Ligue1
1254,2020-2021,12,2020-11-29,15:00,Lorient,Montpellier,0,1,0.5,1.6,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,-1.1,-1,Ligue1
1255,2020-2021,12,2020-11-29,17:00,Nice,Dijon,1,3,3.1,0.9,,Stade de Nice,François Letexier,2.2,-2,Ligue1
1256,2020-2021,12,2020-11-29,21:00,Saint-Étienne,Lille,1,1,1,0.5,,Stade Geoffroy-Guichard,Benoît Bastien,0.5,0,Ligue1
1257,2020-2021,13,2020-12-04,21:00,Nîmes,Marseille,0,2,0.7,2.3,,Stade des Costières,Willy Delajod,-1.6,-2,Ligue1
1258,2020-2021,13,2020-12-05,17:00,Rennes,Lens,0,2,0.5,1.1,,Roazhon Park,Johan Hamel,-0.6,-2,Ligue1
1259,2020-2021,13,2020-12-05,21:00,Montpellier,Paris S-G,1,3,2.1,1.8,,Stade de la Mosson,Mikael Lesage,0.3,-2,Ligue1
1260,2020-2021,13,2020-12-06,13:00,Lille,Monaco,2,1,1.3,0.9,,Stade Pierre-Mauroy,Jérôme Brisard,0.4,1,Ligue1
1261,2020-2021,13,2020-12-06,15:00,Angers,Lorient,2,0,2,0.6,,Stade Raymond Kopa,Thomas Léonard,1.4,2,Ligue1
1262,2020-2021,13,2020-12-06,15:00,Bordeaux,Brest,1,0,2.1,0.3,,Stade Matmut-Atlantique,Franck Schneider,1.8,1,Ligue1
1263,2020-2021,13,2020-12-06,15:00,Dijon,Saint-Étienne,0,0,0.5,0.7,,Stade Gaston Gérard,Ruddy Buquet,-0.2,0,Ligue1
1264,2020-2021,13,2020-12-06,15:00,Nantes,Strasbourg,0,4,0.7,2.7,,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,-2,-4,Ligue1
1265,2020-2021,13,2020-12-06,17:00,Reims,Nice,0,0,0.5,0.7,,Stade Auguste-Delaune II,Stéphanie Frappart,-0.2,0,Ligue1
1266,2020-2021,13,2020-12-06,21:00,Metz,Lyon,1,3,1.5,1.6,,Stade Saint-Symphorien,Karim Abed,-0.1,-2,Ligue1
1267,2020-2021,14,2020-12-11,21:00,Saint-Étienne,Angers,0,0,1.3,0.7,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,0.6,0,Ligue1
1268,2020-2021,14,2020-12-12,17:00,Marseille,Monaco,2,1,1.3,1.9,,Orange Vélodrome,Benoît Millot,-0.6,1,Ligue1
1269,2020-2021,14,2020-12-12,21:00,Lens,Montpellier,2,3,1.7,1.1,,Stade Bollaert-Delelis,Jeremy Stinat,0.6,-1,Ligue1
1270,2020-2021,14,2020-12-13,13:00,Nice,Rennes,0,1,0.9,1.3,,Stade de Nice,Amaury Delerue,-0.4,-1,Ligue1
1271,2020-2021,14,2020-12-13,15:00,Lorient,Nîmes,3,0,2.7,0.5,,Stade Yves Allainmat - Le Moustoir,Karim Abed,2.2,3,Ligue1
1272,2020-2021,14,2020-12-13,15:00,Brest,Reims,2,1,3,0.6,,Stade Francis-Le Blé,Aurélien Petit,2.4,1,Ligue1
1273,2020-2021,14,2020-12-13,15:00,Strasbourg,Metz,2,2,1.1,1.7,,Stade de la Meinau,François Letexier,-0.6,0,Ligue1
1274,2020-2021,14,2020-12-13,15:00,Nantes,Dijon,1,1,2.8,1.2,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,1.6,0,Ligue1
1275,2020-2021,14,2020-12-13,17:00,Lille,Bordeaux,2,1,1.1,0.7,,Stade Pierre-Mauroy,Eric Wattellier,0.4,1,Ligue1
1276,2020-2021,14,2020-12-13,21:00,Paris S-G,Lyon,0,1,0.4,0.8,,Parc des Princes,Benoît Bastien,-0.4,-1,Ligue1
1277,2020-2021,15,2020-12-16,19:00,Dijon,Lille,0,2,0.2,0.8,,Stade Gaston Gérard,Hakim Ben El Hadj Salem,-0.6,-2,Ligue1
1278,2020-2021,15,2020-12-16,19:00,Reims,Nantes,3,2,1.8,2,,Stade Auguste-Delaune II,Karim Abed,-0.2,1,Ligue1
1279,2020-2021,15,2020-12-16,19:00,Angers,Strasbourg,0,2,0.4,0.6,,Stade Raymond Kopa,Bastien Dechepy,-0.2,-2,Ligue1
1280,2020-2021,15,2020-12-16,19:00,Montpellier,Metz,0,2,1.1,1.7,,Stade de la Mosson,Jérémie Pignard,-0.6,-2,Ligue1
1281,2020-2021,15,2020-12-16,19:00,Nîmes,Nice,0,2,1.1,1.8,,Stade des Costières,Ruddy Buquet,-0.7,-2,Ligue1
1282,2020-2021,15,2020-12-16,21:00,Monaco,Lens,0,3,0.8,1.3,,Stade Louis II.,Willy Delajod,-0.5,-3,Ligue1
1283,2020-2021,15,2020-12-16,21:00,Paris S-G,Lorient,2,0,2.7,1.4,,Parc des Princes,Johan Hamel,1.3,2,Ligue1
1284,2020-2021,15,2020-12-16,21:00,Rennes,Marseille,2,1,1.2,1.2,,Roazhon Park,Clément Turpin,0,1,Ligue1
1285,2020-2021,15,2020-12-16,21:00,Bordeaux,Saint-Étienne,1,2,0.7,2.3,,Stade Matmut-Atlantique,Stéphanie Frappart,-1.6,-1,Ligue1
1286,2020-2021,15,2020-12-16,21:00,Lyon,Brest,2,2,3.8,1.7,,Groupama Stadium,Jérôme Brisard,2.1,0,Ligue1
1287,2020-2021,16,2020-12-19,17:00,Metz,Lens,2,0,1,1.2,,Stade Saint-Symphorien,Amaury Delerue,-0.2,2,Ligue1
1288,2020-2021,16,2020-12-19,19:00,Marseille,Reims,1,1,1.3,0.3,,Orange Vélodrome,Thomas Léonard,1,0,Ligue1
1289,2020-2021,16,2020-12-19,21:00,Nice,Lyon,1,4,0.9,3.3,,Stade de Nice,Antony Gautier,-2.4,-3,Ligue1
1290,2020-2021,16,2020-12-20,13:00,Brest,Montpellier,2,2,1.6,0.8,,Stade Francis-Le Blé,Benoît Millot,0.8,0,Ligue1
1291,2020-2021,16,2020-12-20,15:00,Strasbourg,Bordeaux,0,2,1,1,,Stade de la Meinau,Benoît Bastien,0,-2,Ligue1
1292,2020-2021,16,2020-12-20,15:00,Saint-Étienne,Nîmes,2,2,2.9,1.6,,Stade Geoffroy-Guichard,Mikael Lesage,1.3,0,Ligue1
1293,2020-2021,16,2020-12-20,15:00,Dijon,Monaco,0,1,1.3,0.8,,Stade Gaston Gérard,Jeremy Stinat,0.5,-1,Ligue1
1294,2020-2021,16,2020-12-20,15:00,Nantes,Angers,1,1,0.5,1.1,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,-0.6,0,Ligue1
1295,2020-2021,16,2020-12-20,17:00,Lorient,Rennes,0,3,0.8,0.9,,Stade Yves Allainmat - Le Moustoir,Eric Wattellier,-0.1,-3,Ligue1
1296,2020-2021,16,2020-12-20,21:00,Lille,Paris S-G,0,0,0.5,0.7,,Stade Pierre-Mauroy,François Letexier,-0.2,0,Ligue1
1297,2020-2021,17,2020-12-23,19:00,Lens,Brest,2,1,2.1,1.3,,Stade Bollaert-Delelis,Bastien Dechepy,0.8,1,Ligue1
1298,2020-2021,17,2020-12-23,19:00,Bordeaux,Reims,1,3,1.1,1,,Stade Matmut-Atlantique,Jérôme Brisard,0.1,-2,Ligue1
1299,2020-2021,17,2020-12-23,19:00,Rennes,Metz,1,0,0.9,1.4,,Roazhon Park,Florent Batta,-0.5,1,Ligue1
1300,2020-2021,17,2020-12-23,19:00,Nîmes,Dijon,1,3,1,1.8,,Stade des Costières,Jérémie Pignard,-0.8,-2,Ligue1
1301,2020-2021,17,2020-12-23,19:00,Nice,Lorient,2,2,0.6,2.6,,Stade de Nice,Aurélien Petit,-2,0,Ligue1
1302,2020-2021,17,2020-12-23,21:00,Montpellier,Lille,2,3,1.5,1.8,,Stade de la Mosson,Clément Turpin,-0.3,-1,Ligue1
1303,2020-2021,17,2020-12-23,21:00,Paris S-G,Strasbourg,4,0,2.9,0.6,,Parc des Princes,Jérôme Miguelgorry,2.3,4,Ligue1
1304,2020-2021,17,2020-12-23,21:00,Lyon,Nantes,3,0,3.6,1.4,,Groupama Stadium,Ruddy Buquet,2.2,3,Ligue1
1305,2020-2021,17,2020-12-23,21:00,Monaco,Saint-Étienne,2,2,0.8,1.7,,Stade Louis II.,Johan Hamel,-0.9,0,Ligue1
